,userid,sex,date,pay_mode,name,type,price,rating
179,7896c1af-3f12-4fab-b896-942bfa46e24e,M,2021-06-07 08:16:34,PSE,Calentado con Chicharrón ,desayunos,$ 19.700,4.6
180,6912b415-97d8-4b1e-99eb-56d83a06df85,F,2021-04-24 00:52:44,PSE,Calentado con Carne desmechada ,desayunos,$ 19.700,3.2
181,8b610408-8709-4b81-9b9e-cc2945c15c2a,M,2021-06-10 00:21:47,CREDIT,Calentado con Solomito ,desayunos,$ 24.800,4.5
182,024ef052-b98e-47bc-93c8-427037925478,M,2021-01-30 10:41:31,PSE,Calentado con Chorizo ,desayunos,$ 19.700,4.3
183,b71ada61-5765-44a4-94d5-de36051f64ec,M,2021-06-20 18:00:39,CREDIT,Calentado con Pollo ,desayunos,$ 19.700,4.2
184,b7d08537-f90e-4f2d-b170-9596bb0fd5e0,F,2021-09-02 05:46:29,CREDIT,Calentado con Huevos con Aliños ,desayunos,$ 16.500,3.5
185,45c35697-03a4-434d-8668-e93e30eb7070,M,2021-03-30 18:21:55,PSE,Bistec a Caballo ,desayunos,$ 29.900,3.8
186,0dd2d710-4d43-488c-80c9-a6353ea51de3,M,2021-08-16 02:27:39,PSE,Chorizo con Arepa ,desayunos,$ 12.500,3.0
187,2d368c64-7427-4ce5-a5fd-cf2cd6ef443f,M,2021-05-05 17:51:47,CREDIT,Huevos Especiales con Arepa ,desayunos,$ 19.900,4.6
188,17146497-2c18-4ee2-ba19-54c93b8b0bc0,F,2021-07-26 23:25:33,PSE,Huevos al gusto con Arepa con queso ,desayunos,$ 15.000,4.2
189,dd3a66a4-6a2c-4f60-869c-e3d295ddecee,M,2021-05-13 15:55:20,CREDIT,Empanaditas Antioqueñas ,entradas,$ 14.000,4.7
190,09e8bdb4-e2d8-4f4c-b6c7-6b9e14e65c68,F,2021-04-08 19:34:32,CREDIT,Chicharrón ,entradas,$ 22.600,4.9
191,474adb26-031f-4901-ac36-e20ef1511744,F,2021-06-08 22:26:32,CREDIT,Entrada Típica ,entradas,$ 29.900,4.3
192,95e5c216-0278-4e5d-9925-12019d64a4a1,F,2021-07-08 06:29:58,CREDIT,Plancha de Queso Papialpa ,entradas,$ 24.200,3.5
193,6a1138e2-b1f1-4f7a-b649-ca6a1060386b,F,2021-07-12 08:20:25,PSE,Crema de Maíz ,entradas,$ 14.500,3.8
194,05b90afb-39f1-4f69-b575-6f43a77604a5,F,2020-12-20 23:28:39,CREDIT,Sopa Campesina ,entradas,$ 14.000,4.0
195,e514b86d-df86-48aa-89b5-aa803b104e99,F,2021-08-29 19:10:47,CREDIT,Sopa De Guineo ,entradas,$ 14.000,3.9
196,9fc8aae2-bf2b-44fb-a635-5f46dfe34378,F,2021-05-19 04:07:28,CREDIT,Coctel Mixto de Camarones ,entradas,$ 35.700,4.0
197,1cdd08b0-8268-48c0-bbe4-5396bae61acb,M,2021-04-05 14:39:09,PSE,Bandeja Paisa ,platos-fuertes,$ 38.300,4.3
198,abcb9709-ef43-426b-94bb-d3af259e80a2,F,2020-12-30 03:19:25,PSE,Cazuela Típica ,platos-fuertes,$ 37.800,4.2
199,abca6863-5d26-49f3-9cb2-353690ba2c4f,F,2021-03-14 23:23:44,PSE,Mondongo ,platos-fuertes,$ 35.000,3.5
200,6e3b047f-e892-4f6c-806c-cd3c8e761837,F,2021-02-23 03:25:51,CREDIT,Ajiaco ,platos-fuertes,$ 35.500,3.5
201,47354135-cdd3-4f89-a674-8293fb694146,M,2021-09-02 08:26:56,CREDIT,Sopa de Cura en Vereda ,platos-fuertes,$ 25.900,3.5
202,b753d4a9-dc85-4ba4-950d-e069b20f1cf4,F,2021-05-18 16:35:40,CREDIT,Fríjoles con Chicharrón ,platos-fuertes,$ 36.800,3.3
203,d865c860-c2d8-473b-910d-2b268308060d,F,2020-12-15 22:53:33,CREDIT,Posta en Salsa Criolla ,platos-fuertes,$ 42.500,4.8
204,7e152232-6904-4fed-9ba9-07cc08958852,M,2021-04-03 21:58:17,CREDIT,Lengua en Salsa de Carne y Vino ,platos-fuertes,$ 41.500,4.6
205,7cd78334-3362-459c-b886-9e2c6721a694,M,2021-01-05 07:13:45,CREDIT,Lengua en Salsa Criolla ,platos-fuertes,$ 41.500,4.9
206,b73d12e5-b2d0-4bde-b452-ad014cfadf1d,M,2021-11-04 14:29:18,CREDIT,Hígado Encebollado ,platos-fuertes,$ 37.000,3.8
207,39f4a328-21a9-4626-a839-c9c1af22dc23,F,2021-10-28 03:37:29,PSE,Sobrebarriga a la Criolla ,platos-fuertes,$ 42.500,4.8
208,0d72c427-d539-487e-ac77-d6104f58a924,M,2020-11-29 22:27:21,CREDIT,Sancocho Antioqueño ,platos-fuertes,$ 44.600 (findes y festivos),5.0
209,47b14bd5-1116-4a45-a654-32f8f439466a,F,2021-10-12 19:05:41,CREDIT,Frijoles Verdes ,platos-fuertes,$ 38.000 (Findes y festivos),4.0
210,48ba7cf7-ac0e-48e2-a4c0-072de1b4e9ab,M,2021-09-03 11:20:03,CREDIT,Churrasco ,platos-fuertes,$ 46.800,3.4
211,e076a092-0b83-40cf-918e-f02d94708bdb,M,2021-02-24 02:00:36,CREDIT,Solomito ,platos-fuertes,$ 48.400,4.1
212,a07699e8-13c1-4c2f-8e74-7636b6bf9cb3,F,2021-03-08 17:27:27,PSE,Punta de Anca ,platos-fuertes,$ 48.900,4.6
213,f512e756-525b-4453-97e2-96e800c1b2b4,M,2021-05-26 12:59:12,PSE,Solomito Sterling ,platos-fuertes,$ 50.500,4.7
214,972452ec-a123-47c0-a0cc-514b040f22ab,M,2020-11-25 10:15:57,CREDIT,Pollo ,platos-fuertes,$ 36.500,4.9
215,01f3f51d-dad5-4888-9a3d-57fdd2dd3cb0,M,2021-09-19 21:12:00,CREDIT,Pescado ,platos-fuertes,$ 35.000,4.1
216,b413482b-60b7-4652-be94-73106c38bf35,F,2021-08-20 08:10:06,CREDIT,Trucha ,platos-fuertes,$ 37.000,3.7
217,ceb1455a-ee66-4e8c-ab66-2cffdf5accec,F,2021-04-16 15:09:05,PSE,Salmón ,platos-fuertes,$ 54.500,4.5
218,142ca0d9-cdc5-45b5-8e22-f2b6c7d7cdc8,F,2021-06-24 19:57:08,CREDIT,Langostinos ,platos-fuertes,$ 67.600,3.5
219,1251ea44-bb1b-47f4-a0c9-03f330b3282c,F,2021-11-20 17:36:18,CREDIT,Mixta con Langostinos ,platos-fuertes,$ 59.500,4.3
220,65a5a640-0bb6-4509-a486-0cb50a5b5856,F,2021-07-10 10:26:54,PSE,Cañón de Cerdo ,platos-fuertes,$ 41.500,4.4
221,3dc2960a-b925-467c-9298-8805c433abe7,F,2021-01-26 08:31:37,PSE,Pescado en salsa de Camarones ,platos-fuertes,$ 51.500,3.3
222,ac629364-d385-4c78-a640-c27e0114bcef,F,2021-06-08 05:05:57,CREDIT,Trucha en salsa de Camarones ,platos-fuertes,$ 51.500,4.4
223,c1b63826-1369-42d5-b568-cae440cfa847,F,2021-02-16 01:47:54,PSE,Medallones de Solomito ,platos-fuertes,$ 50.500,4.2
224,caba5dd4-af09-4496-a526-45f8676aa3e9,F,2021-05-29 03:05:09,PSE,Pollo en salsa de Queso Papialpa ,platos-fuertes,$ 44.500,4.5
225,86a070c1-4e58-4d43-bb04-76c263e2df24,F,2021-06-07 19:05:56,CREDIT,Posta Negra Cartagenera ,platos-fuertes,$ 47.000,4.8
226,68f3eb5a-1fdd-4da1-b1d3-708695e0fdd7,M,2021-08-11 11:17:30,CREDIT,Cazuela de Mariscos ,platos-fuertes,$ 59.900,3.2
227,d4e78022-0dc6-4bd7-ba48-fa29883a3b45,F,2021-06-04 10:00:26,CREDIT,Ensalada Hatoviejo ,ensaladas,$ 29.900,3.2
228,c2b2ae9a-9307-4908-b5dd-5f7f802b3919,F,2020-12-07 12:07:15,CREDIT,Nuggets de Pollo ,menu-infantil,$ 22.000,3.3
229,d66dd637-abec-4a61-9aa8-6092e4c6ba9c,M,2021-06-14 06:51:22,CREDIT,Deditos de Pescado ,menu-infantil,$ 19.000,3.9
230,fb825b7d-d61d-42a1-8a7b-68404eea9549,F,2021-02-16 11:04:55,PSE,Julianas de Solomito ,menu-infantil,$ 21.000,4.3
231,c9d9d088-5018-4663-bb83-a872046765ee,M,2021-09-24 19:48:39,PSE,"Sodas Saborizadas, Jugos, Limonadas, gaseosas",bebidas,,4.2
232,646be0c9-14e7-430c-94e4-d41d994c50b8,M,2021-09-05 18:50:06,CREDIT,Aperitivos y Cocteles,bebidas,,3.0
233,bbb3788e-de12-4321-b5e9-f53a14391e7c,F,2021-11-04 16:16:51,CREDIT,Vinos,bebidas,,4.6
234,9dbc319c-51f6-43e1-b1a4-08635b3cf9d1,M,2021-02-07 00:12:56,CREDIT,Cervezas y Licores,bebidas,,3.7
235,2e79980b-ad82-4a11-815c-a5a723a20411,M,2021-11-20 16:33:09,PSE,"Café, Té, Aromáticas y bebidas calientes",bebidas,,4.4
236,850bb540-a492-4c87-91d0-5255ca862056,F,2021-04-27 02:10:31,CREDIT,Flan de Leche ,postres,$ 13.200,4.4
237,31ed4f3c-8b90-47e1-9ba3-b93f30244828,M,2021-03-11 15:27:45,PSE,Postre Típico ,postres,$ 12.000,4.3
238,4702a983-5e8c-4ad6-82a9-555944d12679,M,2020-11-27 07:01:42,CREDIT,Postre de Milo ,postres,$ 13.800,3.0
239,7ef21158-b100-4de7-8c03-dbdce44ab5a2,F,2021-02-25 02:18:39,PSE,Brownie con Helado ,postres,$ 13.900,4.2
240,55dffb4e-52a7-4c8e-86d1-073c21f31379,M,2021-09-01 06:50:34,CREDIT,Postre de Natas ,postres,$ 14.600,3.5
241,e6c67534-6a74-4cd7-9f8b-7dc97ca3a75e,F,2021-10-11 18:44:58,PSE,Mazamorra ,postres,$ 11.500,3.4
242,719860b6-ab4d-4d35-9750-985a881f59cc,F,2021-09-08 11:50:28,PSE,Calentado con Chicharrón ,desayunos,$ 19.700,4.6
243,872f70a3-a097-48b7-b891-0d42bdf469d8,M,2020-12-23 14:18:39,PSE,Calentado con Carne desmechada ,desayunos,$ 19.700,3.2
244,f8a6d74f-ed75-4385-a33c-17d6ffce6422,M,2021-09-06 12:42:13,PSE,Calentado con Solomito ,desayunos,$ 24.800,4.5
245,9d1f0bb8-50d4-4dff-a58c-dcee5ad11289,F,2021-04-10 01:48:13,PSE,Calentado con Chorizo ,desayunos,$ 19.700,4.3
246,58bec649-5c9c-4874-a7f3-2a2dc3e68bc7,M,2021-02-15 03:07:48,PSE,Calentado con Pollo ,desayunos,$ 19.700,4.2
247,2c35971b-868c-4b34-b311-880b26dd1f9c,M,2021-04-10 22:16:31,CREDIT,Calentado con Huevos con Aliños ,desayunos,$ 16.500,3.5
248,fdab38d2-9c41-406a-8fbb-ffe8bf95ff4a,F,2021-07-07 13:17:13,CREDIT,Bistec a Caballo ,desayunos,$ 29.900,3.8
249,b1ff7677-009d-446a-8fe8-bc746ac7c69e,F,2021-06-27 15:37:58,PSE,Chorizo con Arepa ,desayunos,$ 12.500,3.0
250,db445410-794e-475e-96df-d8f5879daa5b,F,2020-12-04 20:32:42,PSE,Huevos Especiales con Arepa ,desayunos,$ 19.900,4.6
251,aa85de10-6acc-4c29-b2ab-505144368375,F,2021-07-09 04:40:49,PSE,Huevos al gusto con Arepa con queso ,desayunos,$ 15.000,4.2
252,3aed7c6b-fc89-4039-83d7-b817afc40b26,F,2021-09-13 05:45:30,CREDIT,Empanaditas Antioqueñas ,entradas,$ 14.000,4.7
253,1e5280e5-3e32-4aba-9fa9-b495f5c0c607,F,2021-04-26 20:42:10,PSE,Chicharrón ,entradas,$ 22.600,4.9
254,4650c7c1-e43c-405d-ba5b-3d1b8b8a913a,F,2021-01-23 19:58:37,CREDIT,Entrada Típica ,entradas,$ 29.900,4.3
255,34d0f3cc-11d9-4927-b086-4366ba1d0d79,M,2021-06-24 16:38:55,PSE,Plancha de Queso Papialpa ,entradas,$ 24.200,3.5
256,13068a38-ca5d-4db3-9cc2-dde3f2e15cdf,M,2021-10-25 07:21:57,CREDIT,Crema de Maíz ,entradas,$ 14.500,3.8
257,6942bcf7-e61f-45b3-941f-048bbf3712d0,F,2021-09-20 19:37:45,PSE,Sopa Campesina ,entradas,$ 14.000,4.0
258,7313602c-39b7-4c36-bb94-b3c2daa1fe72,F,2021-08-27 00:58:54,PSE,Sopa De Guineo ,entradas,$ 14.000,3.9
259,b4bd73ba-6c3e-4a19-aa92-06663b3eae97,F,2020-12-25 13:57:32,PSE,Coctel Mixto de Camarones ,entradas,$ 35.700,4.0
260,eb66dfbe-0a94-49ac-af88-2588fa04a1e0,F,2021-07-30 00:58:54,PSE,Bandeja Paisa ,platos-fuertes,$ 38.300,4.3
261,b14182d9-c59f-4be1-aff1-a21fb280fd02,M,2021-07-01 03:22:59,PSE,Cazuela Típica ,platos-fuertes,$ 37.800,4.2
262,31e44752-9f3c-47a0-8fd6-0c8abc96aac0,F,2021-10-26 06:04:31,CREDIT,Mondongo ,platos-fuertes,$ 35.000,3.5
263,49391f49-7167-445b-8fd0-60f488c19d11,F,2021-07-03 17:17:19,PSE,Ajiaco ,platos-fuertes,$ 35.500,3.5
264,7954de36-9262-4896-a4ed-c1f3cbdd5687,F,2021-10-27 00:04:16,PSE,Sopa de Cura en Vereda ,platos-fuertes,$ 25.900,3.5
265,91fc9c93-03f0-40e5-84ca-26ff58d6339a,F,2020-12-11 15:35:08,CREDIT,Fríjoles con Chicharrón ,platos-fuertes,$ 36.800,3.3
266,643f332e-0e6b-4300-9237-8319abf05fd7,F,2021-06-14 03:10:52,CREDIT,Posta en Salsa Criolla ,platos-fuertes,$ 42.500,4.8
267,51005c1c-0112-4fb7-bb6a-5215efc26b5d,F,2021-04-29 10:40:01,CREDIT,Lengua en Salsa de Carne y Vino ,platos-fuertes,$ 41.500,4.6
268,41b99289-25de-4e01-a62e-ec632f78e9d9,F,2021-01-21 21:34:27,PSE,Lengua en Salsa Criolla ,platos-fuertes,$ 41.500,4.9
269,078bb42c-9ffd-4bab-a81f-4eabfb7f99d4,F,2021-02-17 23:40:46,CREDIT,Hígado Encebollado ,platos-fuertes,$ 37.000,3.8
270,3039d46d-7ec3-4a41-9fd4-2a96002a09c1,M,2021-02-13 08:50:21,PSE,Sobrebarriga a la Criolla ,platos-fuertes,$ 42.500,4.8
271,a48bdc9e-833f-48b5-8136-ebb087f1bb18,M,2021-07-24 22:53:09,CREDIT,Sancocho Antioqueño ,platos-fuertes,$ 44.600 (findes y festivos),5.0
272,12443360-6e81-4a7d-a020-90b7ae21b458,F,2021-01-13 07:12:27,PSE,Frijoles Verdes ,platos-fuertes,$ 38.000 (Findes y festivos),4.0
273,9f5976d2-da52-4b9b-b42f-c72c309be2e7,F,2021-10-06 12:16:30,CREDIT,Churrasco ,platos-fuertes,$ 46.800,3.4
274,df869cb8-bae6-4d0e-9d61-834a2f2481ea,F,2021-05-31 13:50:34,PSE,Solomito ,platos-fuertes,$ 48.400,4.1
275,cf815d02-2abd-4ce4-a59a-d22d04346175,F,2021-08-24 03:00:23,PSE,Punta de Anca ,platos-fuertes,$ 48.900,4.6
276,6048b492-cd41-4b0d-8c44-154c020ef915,M,2021-11-03 14:43:46,PSE,Solomito Sterling ,platos-fuertes,$ 50.500,4.7
277,2393f7f2-8e05-4be5-82b5-7d14c305334e,M,2021-07-01 17:00:02,CREDIT,Pollo ,platos-fuertes,$ 36.500,4.9
278,15a72194-6180-4e12-a1c1-afdee3edda8a,F,2020-12-03 14:15:08,CREDIT,Pescado ,platos-fuertes,$ 35.000,4.1
279,ad69d6d0-8913-4d0b-ac71-7d30926713fc,F,2021-02-17 18:21:21,PSE,Trucha ,platos-fuertes,$ 37.000,3.7
280,777f3eeb-c0b5-4665-95f7-835ddeffb4e4,M,2021-03-25 07:31:50,CREDIT,Salmón ,platos-fuertes,$ 54.500,4.5
281,b8af0cc4-cd15-4371-bc7b-a5799b20df8e,M,2021-04-29 19:50:30,CREDIT,Langostinos ,platos-fuertes,$ 67.600,3.5
282,7c22dac1-bc2f-4c68-ade8-6cc577ecbbee,F,2021-05-17 10:17:48,PSE,Mixta con Langostinos ,platos-fuertes,$ 59.500,4.3
283,82f491eb-fbf9-4e4c-91e5-4709c3a6327e,F,2021-10-14 16:00:02,PSE,Cañón de Cerdo ,platos-fuertes,$ 41.500,4.4
284,d0dc3042-50e3-4d71-be58-db04505a6d06,F,2021-08-22 03:20:54,CREDIT,Pescado en salsa de Camarones ,platos-fuertes,$ 51.500,3.3
285,44642029-781e-4187-8813-cc8802314a84,M,2021-03-25 01:01:41,PSE,Trucha en salsa de Camarones ,platos-fuertes,$ 51.500,4.4
286,2b371fdf-34cb-4df7-bfa9-352c6eae3113,M,2021-04-10 20:42:30,CREDIT,Medallones de Solomito ,platos-fuertes,$ 50.500,4.2
287,c9302be3-2ed5-4f42-b976-8717aab3482d,F,2020-12-04 05:12:56,CREDIT,Pollo en salsa de Queso Papialpa ,platos-fuertes,$ 44.500,4.5
288,f4b4bc33-e294-45ec-9ac4-698fa2a057ba,F,2021-09-11 08:55:07,PSE,Posta Negra Cartagenera ,platos-fuertes,$ 47.000,4.8
289,c3c0a77c-0d02-445b-9ac1-2c01e36a8b6f,F,2021-01-15 12:44:13,PSE,Cazuela de Mariscos ,platos-fuertes,$ 59.900,3.2
290,f8601e5a-079d-4d74-adc4-b7d99900a48b,M,2021-11-10 01:47:16,CREDIT,Ensalada Hatoviejo ,ensaladas,$ 29.900,3.2
291,920e382f-84bd-4f1d-a070-2a25b5986f1d,M,2021-02-02 21:32:14,CREDIT,Nuggets de Pollo ,menu-infantil,$ 22.000,3.3
292,2cacc2c7-7aec-4c79-ba4a-306cb927d54e,F,2021-01-26 21:55:44,PSE,Deditos de Pescado ,menu-infantil,$ 19.000,3.9
293,68f8a48e-27cd-4cee-aa49-bb43b003bc4c,F,2021-02-10 04:22:33,PSE,Julianas de Solomito ,menu-infantil,$ 21.000,4.3
294,42e9531d-6113-470f-8327-317c3f384346,M,2020-12-13 16:45:17,PSE,"Sodas Saborizadas, Jugos, Limonadas, gaseosas",bebidas,,4.2
295,cd80a066-b931-4e1b-91f2-dc74322cfce0,M,2021-07-07 10:38:02,PSE,Aperitivos y Cocteles,bebidas,,3.0
296,655d2059-dbce-448f-af4f-4b9b10da0366,M,2021-08-22 10:05:03,PSE,Vinos,bebidas,,4.6
297,a8bf1e21-259b-482c-8606-10fa8d236223,M,2020-12-08 16:19:40,CREDIT,Cervezas y Licores,bebidas,,3.7
298,56795c38-3746-4ed5-b8c1-fd6fc080193e,M,2020-12-07 19:03:26,PSE,"Café, Té, Aromáticas y bebidas calientes",bebidas,,4.4
299,6ac8abfa-5f2f-4457-b2e6-f4ef0fe1aaaa,M,2021-01-27 21:32:35,CREDIT,Flan de Leche ,postres,$ 13.200,4.4
300,4fa6eaed-7de8-4f3b-b54e-9c20c5fa9eaf,M,2021-08-14 01:02:48,PSE,Postre Típico ,postres,$ 12.000,4.3
301,abc2fdf8-76b8-4c7c-95ef-646767972ee3,F,2021-01-30 07:34:05,PSE,Postre de Milo ,postres,$ 13.800,3.0
302,2bbc22c5-4553-4187-ba3c-fc40bd43e87c,M,2021-05-19 04:47:35,CREDIT,Brownie con Helado ,postres,$ 13.900,4.2
303,3699a093-a661-4b67-9bb3-56e466ed5ede,F,2020-12-26 03:54:27,CREDIT,Postre de Natas ,postres,$ 14.600,3.5
304,5d3b57a5-45f3-4c52-b2b6-aa9431f41963,F,2021-05-11 12:44:48,CREDIT,Mazamorra ,postres,$ 11.500,3.4
305,00d60897-cee6-4c8c-8782-f362e7310e91,M,2021-05-02 17:40:58,PSE,Calentado con Chicharrón ,desayunos,$ 19.700,4.6
306,971d81f6-14e9-411b-a5eb-f3614fb0f72e,F,2021-01-01 03:36:47,PSE,Calentado con Carne desmechada ,desayunos,$ 19.700,3.2
307,b4b091ac-435f-473d-812c-042237820dc7,F,2020-12-19 14:56:06,PSE,Calentado con Solomito ,desayunos,$ 24.800,4.5
308,180b799b-0e8d-48b7-955c-fe2b49b8603c,M,2021-04-16 04:41:48,CREDIT,Calentado con Chorizo ,desayunos,$ 19.700,4.3
309,85c0b100-5f6e-4c05-b8a7-01a0753fd61c,F,2021-11-11 09:03:04,CREDIT,Calentado con Pollo ,desayunos,$ 19.700,4.2
310,822d4c19-10d4-4a1a-a70b-77b4219b6cec,M,2020-12-19 14:58:42,PSE,Calentado con Huevos con Aliños ,desayunos,$ 16.500,3.5
311,513fd267-7b7c-4fed-a1e6-6fd28ee3e275,F,2021-01-08 22:00:45,CREDIT,Bistec a Caballo ,desayunos,$ 29.900,3.8
312,f7d3a1e1-5f89-4830-a001-8bd77820b297,M,2021-02-26 02:14:53,PSE,Chorizo con Arepa ,desayunos,$ 12.500,3.0
313,376b786f-6758-4884-9811-d39a1f6d251d,F,2021-11-06 20:16:51,CREDIT,Huevos Especiales con Arepa ,desayunos,$ 19.900,4.6
314,09937c40-bde5-4cca-bcc9-80b23a34d2b8,F,2020-11-26 03:16:13,CREDIT,Huevos al gusto con Arepa con queso ,desayunos,$ 15.000,4.2
315,18c0c3a8-061b-43c6-b8f2-98ea13456b3d,M,2021-04-22 05:38:05,PSE,Empanaditas Antioqueñas ,entradas,$ 14.000,4.7
316,abbbddb6-58b6-459c-aaeb-c8d182ff6446,M,2021-09-04 09:25:52,CREDIT,Chicharrón ,entradas,$ 22.600,4.9
317,48035c9d-45ba-4845-ba4f-42c93221a25c,F,2021-08-07 21:12:23,CREDIT,Entrada Típica ,entradas,$ 29.900,4.3
318,585b713d-c3fd-4674-b8d2-1d65f947f639,M,2021-11-06 15:22:40,PSE,Plancha de Queso Papialpa ,entradas,$ 24.200,3.5
319,ba81f9d6-d7b6-4dae-8cdb-aa6c64fee413,F,2021-03-10 09:38:55,CREDIT,Crema de Maíz ,entradas,$ 14.500,3.8
320,4c6a7c4a-e961-4ac6-b03c-d832d1e5ee6e,F,2021-09-10 05:16:29,CREDIT,Sopa Campesina ,entradas,$ 14.000,4.0
321,8f5cdb42-ceb8-4e06-996d-4ecdc810f857,M,2021-07-08 17:37:00,CREDIT,Sopa De Guineo ,entradas,$ 14.000,3.9
322,05471db6-1387-4d52-a9f4-dcc36de6309c,M,2020-12-13 03:53:09,PSE,Coctel Mixto de Camarones ,entradas,$ 35.700,4.0
323,3509e1fc-3551-4aab-add5-31c4737760bb,M,2021-03-27 08:04:56,CREDIT,Bandeja Paisa ,platos-fuertes,$ 38.300,4.3
324,2bc6f752-9063-484b-a650-f0176db1a6b4,M,2020-12-21 20:42:50,CREDIT,Cazuela Típica ,platos-fuertes,$ 37.800,4.2
325,e50396e0-c913-4e88-a5bd-be2192f8fc46,F,2021-07-31 11:06:37,PSE,Mondongo ,platos-fuertes,$ 35.000,3.5
326,4db443a3-7828-489d-883c-6aa0cc56b233,M,2021-08-15 06:59:37,PSE,Ajiaco ,platos-fuertes,$ 35.500,3.5
327,010f1658-5ca7-4f16-a409-91afbdc4b709,M,2021-01-12 02:47:44,PSE,Sopa de Cura en Vereda ,platos-fuertes,$ 25.900,3.5
328,d8d723e3-f2bc-4a1e-9aa4-ab16f5d5c82d,F,2021-10-28 10:33:53,CREDIT,Fríjoles con Chicharrón ,platos-fuertes,$ 36.800,3.3
329,c702b0a6-2f3b-4791-986f-eb3dce1281fa,M,2021-01-29 20:57:26,PSE,Posta en Salsa Criolla ,platos-fuertes,$ 42.500,4.8
330,b4696d24-716d-4dab-8a85-a34e62ebd5a7,F,2021-02-04 22:11:17,CREDIT,Lengua en Salsa de Carne y Vino ,platos-fuertes,$ 41.500,4.6
331,c5ee3f87-a67f-41de-888e-091950b39ce9,F,2020-12-04 09:50:42,PSE,Lengua en Salsa Criolla ,platos-fuertes,$ 41.500,4.9
332,4b1da82f-5f23-4762-b863-bbc66894af30,F,2021-08-13 07:53:06,PSE,Hígado Encebollado ,platos-fuertes,$ 37.000,3.8
333,8b05938c-8937-443b-a468-b22cff241990,M,2021-06-13 09:59:04,PSE,Sobrebarriga a la Criolla ,platos-fuertes,$ 42.500,4.8
334,c7aba390-9b5f-46b2-b964-efe4fecc41a9,M,2021-10-18 14:32:26,PSE,Sancocho Antioqueño ,platos-fuertes,$ 44.600 (findes y festivos),5.0
335,d0386adb-5cf9-4d19-8325-ff2948345cbc,F,2021-04-28 12:06:49,CREDIT,Frijoles Verdes ,platos-fuertes,$ 38.000 (Findes y festivos),4.0
336,0c1f6648-5e0b-42c9-b37f-78b951b285c9,M,2021-06-27 19:52:14,CREDIT,Churrasco ,platos-fuertes,$ 46.800,3.4
337,674d3be6-24c2-4d01-87f8-662698f91899,M,2021-01-12 01:45:30,CREDIT,Solomito ,platos-fuertes,$ 48.400,4.1
338,0e9d3b5d-c43d-41b6-9fdb-585aba714e3c,M,2021-02-06 04:16:29,PSE,Punta de Anca ,platos-fuertes,$ 48.900,4.6
339,6d6ed0e4-5ec3-4a6f-9096-072f9a7f1508,F,2021-04-24 05:58:35,PSE,Solomito Sterling ,platos-fuertes,$ 50.500,4.7
340,f117f087-dd82-4d1b-9134-6e2e62ea777f,F,2021-01-05 07:14:18,PSE,Pollo ,platos-fuertes,$ 36.500,4.9
341,986af1cc-a834-4bc7-8995-3e27317045c3,F,2021-10-02 02:42:15,CREDIT,Pescado ,platos-fuertes,$ 35.000,4.1
342,f37e9e66-4cd1-4a23-8cb8-a671017c04b4,M,2021-08-17 21:39:53,CREDIT,Trucha ,platos-fuertes,$ 37.000,3.7
343,38dbc245-a21a-4bec-b578-70ce409f0457,F,2021-05-12 13:52:04,PSE,Salmón ,platos-fuertes,$ 54.500,4.5
344,33162dcb-afed-4d84-b154-5a8b2f58cb6e,M,2021-11-06 20:02:21,CREDIT,Langostinos ,platos-fuertes,$ 67.600,3.5
345,c3660309-f99c-4823-a6cd-d629a17fb986,F,2020-12-18 22:14:08,PSE,Mixta con Langostinos ,platos-fuertes,$ 59.500,4.3
346,bef5a74a-fcd8-4153-8b47-a6d22028bdd5,F,2021-02-14 15:32:06,CREDIT,Cañón de Cerdo ,platos-fuertes,$ 41.500,4.4
347,16e2a4c1-eae3-4538-9418-e871f711ebd6,M,2021-02-23 14:12:38,PSE,Pescado en salsa de Camarones ,platos-fuertes,$ 51.500,3.3
348,b4b94b03-c048-42df-9474-0009416d0f65,M,2020-12-20 16:56:05,PSE,Trucha en salsa de Camarones ,platos-fuertes,$ 51.500,4.4
349,844e518e-3465-463e-8f42-d9463c47f32d,M,2021-04-06 15:20:14,CREDIT,Medallones de Solomito ,platos-fuertes,$ 50.500,4.2
350,0dafbd1e-afce-47d3-8cd5-ebd3005422f0,F,2021-05-03 03:24:33,PSE,Pollo en salsa de Queso Papialpa ,platos-fuertes,$ 44.500,4.5
351,287f4d83-6852-45e0-b1c9-0848dd82df66,F,2021-06-05 11:44:53,PSE,Posta Negra Cartagenera ,platos-fuertes,$ 47.000,4.8
352,704f19f6-39c4-4cff-b46f-a919d98b7ae3,F,2021-02-20 22:52:12,PSE,Cazuela de Mariscos ,platos-fuertes,$ 59.900,3.2
353,ec39822c-7bc8-4b48-b3ee-0e96f4a65ba6,M,2021-09-22 23:19:21,PSE,Ensalada Hatoviejo ,ensaladas,$ 29.900,3.2
354,eb5d989e-2e72-4d7e-a7b6-8307a8463875,F,2021-10-10 11:00:36,CREDIT,Nuggets de Pollo ,menu-infantil,$ 22.000,3.3
355,e98bff57-0449-4742-9593-7af1819b77e4,F,2021-02-07 06:09:07,PSE,Deditos de Pescado ,menu-infantil,$ 19.000,3.9
356,caeb368f-56b2-4e79-9995-649b8bddd958,M,2021-02-20 11:32:59,CREDIT,Julianas de Solomito ,menu-infantil,$ 21.000,4.3
